Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
NE;BA;ALAGOINHAS;POSTO ESTRELA DA 101 LTDA; 74.008.566/0001-04;RODOVIA MARGEM BR 101;S/N;KM 108;ALAGOINHAS VELHA;48100-000;ETANOL;04/07/2017;2,79;2,3914;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;ALAGOINHAS;POSTO ESTRELA DA 101 LTDA; 74.008.566/0001-04;RODOVIA MARGEM BR 101;S/N;KM 108;ALAGOINHAS VELHA;48100-000;DIESEL;04/07/2017;2,699;2,4036;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;ALAGOINHAS;POSTO ESTRELA DA 101 LTDA; 74.008.566/0001-04;RODOVIA MARGEM BR 101;S/N;KM 108;ALAGOINHAS VELHA;48100-000;DIESEL S10;04/07/2017;2,799;2,4977;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;ALAGOINHAS;TORRES FILHO & CIA LTDA; 34.419.432/0001-53;AVENIDA AYRTON SENNA DA SILVA;374;;ALAGOINHAS VELHA;48100-000;GASOLINA;04/07/2017;3,52;3,1;R$ / litro;RAIZEN
NE;BA;ALAGOINHAS;TORRES FILHO & CIA LTDA; 34.419.432/0001-53;AVENIDA AYRTON SENNA DA SILVA;374;;ALAGOINHAS VELHA;48100-000;ETANOL;04/07/2017;2,82;2,45;R$ / litro;RAIZEN
NE;BA;ALAGOINHAS;TORRES FILHO & CIA LTDA; 34.419.432/0001-53;AVENIDA AYRTON SENNA DA SILVA;374;;ALAGOINHAS VELHA;48100-000;DIESEL;04/07/2017;2,869;2,49;R$ / litro;RAIZEN
NE;BA;ALAGOINHAS;TORRES FILHO & CIA LTDA; 34.419.432/0001-53;AVENIDA AYRTON SENNA DA SILVA;374;;ALAGOINHAS VELHA;48100-000;DIESEL S10;04/07/2017;2,999;2,61;R$ / litro;RAIZEN
NE;BA;ALAGOINHAS;COMERCIAL DE PRODUTOS DE PETROLEO ALAGOINHAS LTDA; 15.639.008/0001-70;AVENIDA JURACY MAGALHAES;409;POSTO;CENTRO;48005-440;GASOLINA;04/07/2017;3,499;;R$ / litro;BRANCA
NE;BA;ALAGOINHAS;COMERCIAL DE PRODUTOS DE PETROLEO ALAGOINHAS LTDA; 15.639.008/0001-70;AVENIDA JURACY MAGALHAES;409;POSTO;CENTRO;48005-440;ETANOL;04/07/2017;2,869;;R$ / litro;BRANCA
NE;BA;ALAGOINHAS;COMERCIAL DE PRODUTOS DE PETROLEO ALAGOINHAS LTDA; 15.639.008/0001-70;AVENIDA JURACY MAGALHAES;409;POSTO;CENTRO;48005-440;DIESEL;04/07/2017;2,93;;R$ / litro;BRANCA
NE;BA;ALAGOINHAS;DALILA DERIVADOS DE PETROLEO LTDA; 03.990.964/0001-12;RUA CONSELHEIRO JUNQUEIRA;SN;;CENTRO;48090-021;GASOLINA;04/07/2017;3,599;;R$ / litro;PETROBAHIA
NE;BA;ALAGOINHAS;DALILA DERIVADOS DE PETROLEO LTDA; 03.990.964/0001-12;RUA CONSELHEIRO JUNQUEIRA;SN;;CENTRO;48090-021;ETANOL;04/07/2017;2,999;;R$ / litro;PETROBAHIA
NE;BA;ALAGOINHAS;DALILA DERIVADOS DE PETROLEO LTDA; 03.990.964/0001-12;RUA CONSELHEIRO JUNQUEIRA;SN;;CENTRO;48090-021;DIESEL;04/07/2017;2,899;;R$ / litro;PETROBAHIA
NE;BA;BARREIRAS;SANDRA REGINA COMBUSTIVEIS LTDA; 03.131.522/0001-10;AVENIDA ANTONIO CARLOS MAGALHÃES;606;;SANDRA REGINA;47802-000;ETANOL;04/07/2017;2,89;2,4;R$ / litro;BRANCA
NE;BA;BARREIRAS;SANDRA REGINA COMBUSTIVEIS LTDA; 03.131.522/0001-10;AVENIDA ANTONIO CARLOS MAGALHÃES;606;;SANDRA REGINA;47802-000;DIESEL;04/07/2017;3,09;2,37;R$ / litro;BRANCA
NE;BA;BARREIRAS;SANDRA REGINA COMBUSTIVEIS LTDA; 03.131.522/0001-10;AVENIDA ANTONIO CARLOS MAGALHÃES;606;;SANDRA REGINA;47802-000;DIESEL S10;04/07/2017;3,23;2,445;R$ / litro;BRANCA
NE;BA;BARREIRAS;POSTO DEZ COMBUSTÍVEIS E LUBRICANTES LTDA.; 08.546.639/0001-89;RUA RUI BARBOSA;973;LOTES 11 A 13;RENATO GONÇALVES II;47804-040;ETANOL;04/07/2017;2,89;;R$ / litro;BRANCA
NE;BA;BARREIRAS;POSTO DEZ COMBUSTÍVEIS E LUBRICANTES LTDA.; 08.546.639/0001-89;RUA RUI BARBOSA;973;LOTES 11 A 13;RENATO GONÇALVES II;47804-040;DIESEL;04/07/2017;3,09;;R$ / litro;BRANCA
NE;BA;BARREIRAS;POSTO DEZ COMBUSTÍVEIS E LUBRICANTES LTDA.; 08.546.639/0001-89;RUA RUI BARBOSA;973;LOTES 11 A 13;RENATO GONÇALVES II;47804-040;DIESEL S10;04/07/2017;3,23;;R$ / litro;BRANCA
NE;BA;BARREIRAS;DT COMBUSTÍVEIS LTDA; 08.546.610/0001-05;AVENIDA ANTONIO CARLOS MAGALHÃES;S/N.º;LOT. NOVO HORIZONTE;NOVO HORIZONTE;47806-460;ETANOL;04/07/2017;2,89;;R$ / litro;BRANCA
NE;BA;BARREIRAS;DT COMBUSTÍVEIS LTDA; 08.546.610/0001-05;AVENIDA ANTONIO CARLOS MAGALHÃES;S/N.º;LOT. NOVO HORIZONTE;NOVO HORIZONTE;47806-460;DIESEL;04/07/2017;3,09;;R$ / litro;BRANCA
NE;BA;BARREIRAS;DT COMBUSTÍVEIS LTDA; 08.546.610/0001-05;AVENIDA ANTONIO CARLOS MAGALHÃES;S/N.º;LOT. NOVO HORIZONTE;NOVO HORIZONTE;47806-460;DIESEL S10;04/07/2017;3,23;;R$ / litro;BRANCA
NE;BA;BARREIRAS;POSTO MACAUBENSE LTDA; 40.605.115/0003-96;RODOVIA BR 020;SN;KM 577,5;ZONA RURAL;47800-160;ETANOL;04/07/2017;2,699;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;BARREIRAS;POSTO MACAUBENSE LTDA; 40.605.115/0003-96;RODOVIA BR 020;SN;KM 577,5;ZONA RURAL;47800-160;DIESEL;04/07/2017;3,099;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;BARREIRAS;POSTO MACAUBENSE LTDA; 40.605.115/0003-96;RODOVIA BR 020;SN;KM 577,5;ZONA RURAL;47800-160;DIESEL S10;04/07/2017;3,199;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;BARREIRAS;SABBA COMBUSTIVEIS LTDA; 01.664.891/0001-43;RUA SAO BERNARDO;35;;VILA DOS SAS;47810-760;GASOLINA;04/07/2017;4,099;3,0708;R$ / litro;RAIZEN
NE;BA;BARREIRAS;SABBA COMBUSTIVEIS LTDA; 01.664.891/0001-43;RUA SAO BERNARDO;35;;VILA DOS SAS;47810-760;ETANOL;04/07/2017;3,249;2,5376;R$ / litro;RAIZEN
NE;BA;BARREIRAS;SABBA COMBUSTIVEIS LTDA; 01.664.891/0001-43;RUA SAO BERNARDO;35;;VILA DOS SAS;47810-760;DIESEL;04/07/2017;3,229;2,5157;R$ / litro;RAIZEN
NE;BA;BARREIRAS;SABBA COMBUSTIVEIS LTDA; 01.664.891/0001-43;RUA SAO BERNARDO;35;;VILA DOS SAS;47810-760;DIESEL S10;04/07/2017;3,349;2,6347;R$ / litro;RAIZEN
NE;BA;ILHEUS;CHECON DANTAS COMERCIO DE COMBUSTIVEIS LTDA; 09.166.195/0001-19;AVENIDA ITABUNA;534;;CENTRO;45653-160;GASOLINA;05/07/2017;3,889;3,166;R$ / litro;RAIZEN
NE;BA;ILHEUS;CHECON DANTAS COMERCIO DE COMBUSTIVEIS LTDA; 09.166.195/0001-19;AVENIDA ITABUNA;534;;CENTRO;45653-160;ETANOL;05/07/2017;3,09;;R$ / litro;RAIZEN
NE;BA;ILHEUS;CHECON DANTAS COMERCIO DE COMBUSTIVEIS LTDA; 09.166.195/0001-19;AVENIDA ITABUNA;534;;CENTRO;45653-160;DIESEL S10;05/07/2017;3,19;2,805;R$ / litro;RAIZEN
NE;BA;ILHEUS;IVAN COELHO PORTO & IRMAOS LTDA; 13.322.102/0001-75;RUA A ROD ILHEUS OLIVENCA;SN;KM 0;SAO FRANCISCO;45650-780;GASOLINA;05/07/2017;3,87;3,07;R$ / litro;BRANCA
NE;BA;ILHEUS;IVAN COELHO PORTO & IRMAOS LTDA; 13.322.102/0001-75;RUA A ROD ILHEUS OLIVENCA;SN;KM 0;SAO FRANCISCO;45650-780;ETANOL;05/07/2017;3,12;2,2558;R$ / litro;BRANCA
NE;BA;ILHEUS;IVAN COELHO PORTO & IRMAOS LTDA; 13.322.102/0001-75;RUA A ROD ILHEUS OLIVENCA;SN;KM 0;SAO FRANCISCO;45650-780;DIESEL;05/07/2017;3,16;2,5034;R$ / litro;BRANCA
NE;BA;ILHEUS;POSTO DE SERVICOS DOM EDUARDO LTDA.; 13.631.353/0001-31;AVENIDA ITABUNA;1814;MODULOS A E B;BASILIO;45658-565;GASOLINA;05/07/2017;3,869;;R$ / litro;BRANCA
NE;BA;ILHEUS;POSTO DE SERVICOS DOM EDUARDO LTDA.; 13.631.353/0001-31;AVENIDA ITABUNA;1814;MODULOS A E B;BASILIO;45658-565;ETANOL;05/07/2017;3,079;;R$ / litro;BRANCA
NE;BA;ILHEUS;POSTO DE SERVICOS DOM EDUARDO LTDA.; 13.631.353/0001-31;AVENIDA ITABUNA;1814;MODULOS A E B;BASILIO;45658-565;DIESEL S10;05/07/2017;3,179;;R$ / litro;BRANCA
NE;BA;ILHEUS;POSTO ATLANTICO SUL LTDA; 42.221.366/0001-30;AVENIDA TANCREDO NEVES;1068;;SAO FRANCISCO;45655-120;GASOLINA;05/07/2017;3,999;;R$ / litro;RAIZEN
NE;BA;ILHEUS;POSTO ATLANTICO SUL LTDA; 42.221.366/0001-30;AVENIDA TANCREDO NEVES;1068;;SAO FRANCISCO;45655-120;ETANOL;05/07/2017;3,41;;R$ / litro;RAIZEN
NE;BA;ILHEUS;POSTO ATLANTICO SUL LTDA; 42.221.366/0001-30;AVENIDA TANCREDO NEVES;1068;;SAO FRANCISCO;45655-120;DIESEL;05/07/2017;3,399;;R$ / litro;RAIZEN
NE;BA;ILHEUS;POSTO ATLANTICO SUL LTDA; 42.221.366/0001-30;AVENIDA TANCREDO NEVES;1068;;SAO FRANCISCO;45655-120;DIESEL S10;05/07/2017;3,599;;R$ / litro;RAIZEN
NE;BA;ILHEUS;COMERCIAL SAVOIA LTDA; 02.366.787/0001-35;AVENIDA RAYMUNDO SA BARRETO;S/N;LOTES 26 27 E 28;JARDIM SAVOIA;45658-250;GASOLINA;05/07/2017;3,899;3,1377;R$ / litro;IPIRANGA
NE;BA;ILHEUS;COMERCIAL SAVOIA LTDA; 02.366.787/0001-35;AVENIDA RAYMUNDO SA BARRETO;S/N;LOTES 26 27 E 28;JARDIM SAVOIA;45658-250;ETANOL;05/07/2017;3,199;2,5656;R$ / litro;IPIRANGA
NE;BA;ILHEUS;COMERCIAL SAVOIA LTDA; 02.366.787/0001-35;AVENIDA RAYMUNDO SA BARRETO;S/N;LOTES 26 27 E 28;JARDIM SAVOIA;45658-250;DIESEL S10;05/07/2017;3,299;2,7507;R$ / litro;IPIRANGA
NE;BA;IPIRA;A S VIANA COSTA DANTAS; 02.448.248/0001-45;SITIO SAO JOSE;SN;;SEDE;44600-000;GASOLINA;04/07/2017;3,86;;R$ / litro;BRANCA
NE;BA;IPIRA;A S VIANA COSTA DANTAS; 02.448.248/0001-45;SITIO SAO JOSE;SN;;SEDE;44600-000;DIESEL;04/07/2017;3,02;;R$ / litro;BRANCA
NE;BA;IPIRA;A S VIANA COSTA DANTAS; 02.448.248/0001-45;SITIO SAO JOSE;SN;;SEDE;44600-000;DIESEL S10;04/07/2017;3,12;;R$ / litro;BRANCA
NE;BA;IRECE;IRECE DERIVADOS DE PETROLEO LTDA - EPP; 09.186.976/0001-75;PRA A DR. MARIO DOURADO SOBRINHO;87-A;TERREO;CENTRO;44900-000;ETANOL;04/07/2017;3,04;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;IRECE;IRECE DERIVADOS DE PETROLEO LTDA - EPP; 09.186.976/0001-75;PRA A DR. MARIO DOURADO SOBRINHO;87-A;TERREO;CENTRO;44900-000;DIESEL;04/07/2017;3,029;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;IRECE;IRECE DERIVADOS DE PETROLEO LTDA - EPP; 09.186.976/0001-75;PRA A DR. MARIO DOURADO SOBRINHO;87-A;TERREO;CENTRO;44900-000;DIESEL S10;04/07/2017;3,159;2,5243;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;IRECE;AUTO POSTO COPA 70 LTDA; 03.961.850/0001-44; BA 052 KM 354;SN;;SEDE;44900-000;GASOLINA;04/07/2017;3,71;2,92;R$ / litro;BRANCA
NE;BA;IRECE;AUTO POSTO COPA 70 LTDA; 03.961.850/0001-44; BA 052 KM 354;SN;;SEDE;44900-000;ETANOL;04/07/2017;2,96;2,31;R$ / litro;BRANCA
NE;BA;IRECE;AUTO POSTO COPA 70 LTDA; 03.961.850/0001-44; BA 052 KM 354;SN;;SEDE;44900-000;DIESEL;04/07/2017;2,94;2,335;R$ / litro;BRANCA
NE;BA;IRECE;AUTO POSTO COPA 70 LTDA; 03.961.850/0001-44; BA 052 KM 354;SN;;SEDE;44900-000;DIESEL S10;04/07/2017;3,1;2,42;R$ / litro;BRANCA
NE;BA;IRECE;POSTO QUATRO RODAS LTDA; 02.336.040/0001-34;AVENIDA PRIMEIRO  DE JANEIRO;61;LOTE 07, QUADRA   C;JARDIM LIBORIO;44900-000;GASOLINA;04/07/2017;3,769;3,0612;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;IRECE;POSTO QUATRO RODAS LTDA; 02.336.040/0001-34;AVENIDA PRIMEIRO  DE JANEIRO;61;LOTE 07, QUADRA   C;JARDIM LIBORIO;44900-000;ETANOL;04/07/2017;3,06;2,5285;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;IRECE;POSTO QUATRO RODAS LTDA; 02.336.040/0001-34;AVENIDA PRIMEIRO  DE JANEIRO;61;LOTE 07, QUADRA   C;JARDIM LIBORIO;44900-000;DIESEL;04/07/2017;3,06;2,4208;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;IRECE;POSTO QUATRO RODAS LTDA; 02.336.040/0001-34;AVENIDA PRIMEIRO  DE JANEIRO;61;LOTE 07, QUADRA   C;JARDIM LIBORIO;44900-000;DIESEL S10;04/07/2017;3,19;2,5243;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;IRECE;LIDER DERIVADOS DE PETROLEO LTDA; 04.680.265/0001-39;AVENIDA AV RAIMUNDO BONFIM;25;PREDIO;CENTRO;44900-000;ETANOL;04/07/2017;2,899;2,4485;R$ / litro;BRANCA
NE;BA;IRECE;LIDER DERIVADOS DE PETROLEO LTDA; 04.680.265/0001-39;AVENIDA AV RAIMUNDO BONFIM;25;PREDIO;CENTRO;44900-000;DIESEL S10;04/07/2017;2,999;2,4129;R$ / litro;BRANCA
NE;BA;IRECE;S. A. M. COMERCIO LTDA.; 04.488.384/0001-94;AVENIDA CARAIBAS;247;;CENTRO;44900-000;GASOLINA;04/07/2017;3,74;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;IRECE;S. A. M. COMERCIO LTDA.; 04.488.384/0001-94;AVENIDA CARAIBAS;247;;CENTRO;44900-000;ETANOL;04/07/2017;2,87;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;IRECE;S. A. M. COMERCIO LTDA.; 04.488.384/0001-94;AVENIDA CARAIBAS;247;;CENTRO;44900-000;DIESEL;04/07/2017;3,3;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;ITABUNA;COMERCIO DE COMBUSTIVEL NUNES LTDA; 05.117.524/0001-80;AVENIDA MANOEL CHAVES;500;LT.JD.CORDIER L. 8/13;JACANA;45608-401;GASOLINA;05/07/2017;3,76;;R$ / litro;BRANCA
NE;BA;ITABUNA;COMERCIO DE COMBUSTIVEL NUNES LTDA; 05.117.524/0001-80;AVENIDA MANOEL CHAVES;500;LT.JD.CORDIER L. 8/13;JACANA;45608-401;ETANOL;05/07/2017;2,99;;R$ / litro;BRANCA
NE;BA;ITABUNA;COMERCIO DE COMBUSTIVEL NUNES LTDA; 05.117.524/0001-80;AVENIDA MANOEL CHAVES;500;LT.JD.CORDIER L. 8/13;JACANA;45608-401;DIESEL;05/07/2017;3,06;;R$ / litro;BRANCA
NE;BA;ITABUNA;COMERCIO DE COMBUSTIVEL NUNES LTDA; 05.117.524/0001-80;AVENIDA MANOEL CHAVES;500;LT.JD.CORDIER L. 8/13;JACANA;45608-401;DIESEL S10;05/07/2017;3,16;;R$ / litro;BRANCA
NE;BA;ITABUNA;HAGGE & HAGGE LTDA; 07.291.084/0001-09;AVENIDA DO CINQUENTENARIO;1515;TERREO;CENTRO SEDE;45600-008;GASOLINA;05/07/2017;3,69;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;ITABUNA;HAGGE & HAGGE LTDA; 07.291.084/0001-09;AVENIDA DO CINQUENTENARIO;1515;TERREO;CENTRO SEDE;45600-008;ETANOL;05/07/2017;3,09;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;ITABUNA;HAGGE & HAGGE LTDA; 07.291.084/0001-09;AVENIDA DO CINQUENTENARIO;1515;TERREO;CENTRO SEDE;45600-008;DIESEL S10;05/07/2017;3,09;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;ITABUNA;AUTO POSTO UNIVERSAL LTDA; 05.895.058/0001-64;AVENIDA PRINCESA ISABEL;S/N;ESQ.C/RUA SERGIPE;SAO CAETANO;45607-000;GASOLINA;05/07/2017;3,79;3,15;R$ / litro;RAIZEN
NE;BA;ITABUNA;AUTO POSTO UNIVERSAL LTDA; 05.895.058/0001-64;AVENIDA PRINCESA ISABEL;S/N;ESQ.C/RUA SERGIPE;SAO CAETANO;45607-000;ETANOL;05/07/2017;3,19;;R$ / litro;RAIZEN
NE;BA;ITABUNA;AUTO POSTO UNIVERSAL LTDA; 05.895.058/0001-64;AVENIDA PRINCESA ISABEL;S/N;ESQ.C/RUA SERGIPE;SAO CAETANO;45607-000;DIESEL;05/07/2017;2,99;;R$ / litro;RAIZEN
NE;BA;ITABUNA;AUTO POSTO UNIVERSAL LTDA; 05.895.058/0001-64;AVENIDA PRINCESA ISABEL;S/N;ESQ.C/RUA SERGIPE;SAO CAETANO;45607-000;DIESEL S10;05/07/2017;3,09;;R$ / litro;RAIZEN
NE;BA;ITABUNA;CARNEIRO DERIVADOS DE PETROLEO LTDA; 05.511.277/0001-00;AVENIDA JOSE SOARES PINHEIRO;S/N;KM 3;LOMANTO JUNIOR;45600-013;GASOLINA;05/07/2017;3,559;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;ITABUNA;CARNEIRO DERIVADOS DE PETROLEO LTDA; 05.511.277/0001-00;AVENIDA JOSE SOARES PINHEIRO;S/N;KM 3;LOMANTO JUNIOR;45600-013;ETANOL;05/07/2017;3,09;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;ITABUNA;CARNEIRO DERIVADOS DE PETROLEO LTDA; 05.511.277/0001-00;AVENIDA JOSE SOARES PINHEIRO;S/N;KM 3;LOMANTO JUNIOR;45600-013;DIESEL;05/07/2017;2,96;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;ITABUNA;CARNEIRO DERIVADOS DE PETROLEO LTDA; 05.511.277/0001-00;AVENIDA JOSE SOARES PINHEIRO;S/N;KM 3;LOMANTO JUNIOR;45600-013;DIESEL S10;05/07/2017;3,06;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;ITABUNA;IC PEREIRA COMERCIO DE  DERIVADOS DE PETROLEO LTDA; 04.028.011/0001-30;AVENIDA FERNANDO GOMES OLIVEIRA;SN;;CENTRO;45600-107;GASOLINA;05/07/2017;3,549;;R$ / litro;RAIZEN
NE;BA;ITABUNA;IC PEREIRA COMERCIO DE  DERIVADOS DE PETROLEO LTDA; 04.028.011/0001-30;AVENIDA FERNANDO GOMES OLIVEIRA;SN;;CENTRO;45600-107;ETANOL;05/07/2017;2,959;;R$ / litro;RAIZEN
NE;BA;ITABUNA;IC PEREIRA COMERCIO DE  DERIVADOS DE PETROLEO LTDA; 04.028.011/0001-30;AVENIDA FERNANDO GOMES OLIVEIRA;SN;;CENTRO;45600-107;DIESEL;05/07/2017;2,99;;R$ / litro;RAIZEN
NE;BA;ITABUNA;IC PEREIRA COMERCIO DE  DERIVADOS DE PETROLEO LTDA; 04.028.011/0001-30;AVENIDA FERNANDO GOMES OLIVEIRA;SN;;CENTRO;45600-107;DIESEL S10;05/07/2017;3,099;;R$ / litro;RAIZEN
NE;BA;ITABUNA;FERRADAS COMERCIO E DERIVADOS DE PETROLEO LTDA; 33.947.326/0001-80;RUA SANTO ANTONIO;S/N;LOTEAMENTO GONCALVES;FERRADAS;45609-000;GASOLINA;05/07/2017;3,69;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;ITABUNA;FERRADAS COMERCIO E DERIVADOS DE PETROLEO LTDA; 33.947.326/0001-80;RUA SANTO ANTONIO;S/N;LOTEAMENTO GONCALVES;FERRADAS;45609-000;ETANOL;05/07/2017;3,09;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;ITABUNA;FERRADAS COMERCIO E DERIVADOS DE PETROLEO LTDA; 33.947.326/0001-80;RUA SANTO ANTONIO;S/N;LOTEAMENTO GONCALVES;FERRADAS;45609-000;DIESEL;05/07/2017;2,96;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;ITABUNA;FERRADAS COMERCIO E DERIVADOS DE PETROLEO LTDA; 33.947.326/0001-80;RUA SANTO ANTONIO;S/N;LOTEAMENTO GONCALVES;FERRADAS;45609-000;DIESEL S10;05/07/2017;3,06;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;ITABUNA;DERIVADOS DE PETROLEO E SERVICOS LTDA; 14.345.573/0001-61;AVENIDA JOSE SOARES PINHEIRO;2261;TERREO;LOMANTO JUNIOR;45601-051;GASOLINA;05/07/2017;3,559;;R$ / litro;BRANCA
NE;BA;ITABUNA;DERIVADOS DE PETROLEO E SERVICOS LTDA; 14.345.573/0001-61;AVENIDA JOSE SOARES PINHEIRO;2261;TERREO;LOMANTO JUNIOR;45601-051;ETANOL;05/07/2017;2,959;;R$ / litro;BRANCA
NE;BA;ITABUNA;DERIVADOS DE PETROLEO E SERVICOS LTDA; 14.345.573/0001-61;AVENIDA JOSE SOARES PINHEIRO;2261;TERREO;LOMANTO JUNIOR;45601-051;DIESEL;05/07/2017;2,899;;R$ / litro;BRANCA
NE;BA;ITABUNA;DERIVADOS DE PETROLEO TEUNA LTDA; 13.056.270/0001-66;AVENIDA INACIO TOSTA FILHO;834;;CENTRO;45600-201;GASOLINA;05/07/2017;3,55;;R$ / litro;IPIRANGA
NE;BA;ITABUNA;DERIVADOS DE PETROLEO TEUNA LTDA; 13.056.270/0001-66;AVENIDA INACIO TOSTA FILHO;834;;CENTRO;45600-201;ETANOL;05/07/2017;3,19;;R$ / litro;IPIRANGA
NE;BA;ITABUNA;DERIVADOS DE PETROLEO TEUNA LTDA; 13.056.270/0001-66;AVENIDA INACIO TOSTA FILHO;834;;CENTRO;45600-201;DIESEL;05/07/2017;3,099;;R$ / litro;IPIRANGA
NE;BA;ITABUNA;DERIVADOS DE PETROLEO TEUNA LTDA; 13.056.270/0001-66;AVENIDA INACIO TOSTA FILHO;834;;CENTRO;45600-201;DIESEL S10;05/07/2017;3,199;;R$ / litro;IPIRANGA
NE;BA;ITABUNA;FAMA COMERCIO DE COMBUSTIVEIS EIRELI; 05.203.319/0001-38;AVENIDA AMELIA AMADO;987;;CENTRO;45600-011;GASOLINA;05/07/2017;3,559;3,1529;R$ / litro;ALESAT
NE;BA;ITABUNA;FAMA COMERCIO DE COMBUSTIVEIS EIRELI; 05.203.319/0001-38;AVENIDA AMELIA AMADO;987;;CENTRO;45600-011;ETANOL;05/07/2017;3,199;2,7419;R$ / litro;ALESAT
NE;BA;ITABUNA;FAMA COMERCIO DE COMBUSTIVEIS EIRELI; 05.203.319/0001-38;AVENIDA AMELIA AMADO;987;;CENTRO;45600-011;DIESEL;05/07/2017;3,099;2,7059;R$ / litro;ALESAT
NE;BA;ITABUNA;FAMA COMERCIO DE COMBUSTIVEIS EIRELI; 05.203.319/0001-38;AVENIDA AMELIA AMADO;987;;CENTRO;45600-011;DIESEL S10;05/07/2017;3,299;2,7639;R$ / litro;ALESAT
NE;BA;ITABUNA;POSTO UNIVERSAL COMÉRCIO DE COMBUSTÍVEIS LTDA; 03.340.439/0001-51;RUA MARIA OLIVIA REBOUÇAS;S/N;;CENTRO;45600-000;GASOLINA;05/07/2017;3,799;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;ITABUNA;POSTO UNIVERSAL COMÉRCIO DE COMBUSTÍVEIS LTDA; 03.340.439/0001-51;RUA MARIA OLIVIA REBOUÇAS;S/N;;CENTRO;45600-000;ETANOL;05/07/2017;3,09;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;ITABUNA;POSTO UNIVERSAL COMÉRCIO DE COMBUSTÍVEIS LTDA; 03.340.439/0001-51;RUA MARIA OLIVIA REBOUÇAS;S/N;;CENTRO;45600-000;DIESEL S10;05/07/2017;3,09;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;ITAMARAJU;COMERCIO DE COMBUSTIVEIS PENIEL LTDA; 03.317.975/0003-06;AVENIDA PERIMETRAL;1450;;CENTRO;45836-000;GASOLINA;03/07/2017;3,79;2,9575;R$ / litro;BRANCA
NE;BA;ITAMARAJU;COMERCIO DE COMBUSTIVEIS PENIEL LTDA; 03.317.975/0003-06;AVENIDA PERIMETRAL;1450;;CENTRO;45836-000;ETANOL;03/07/2017;2,69;2,29;R$ / litro;BRANCA
NE;BA;ITAMARAJU;COMERCIO DE COMBUSTIVEIS PENIEL LTDA; 03.317.975/0003-06;AVENIDA PERIMETRAL;1450;;CENTRO;45836-000;DIESEL;03/07/2017;2,81;2,4592;R$ / litro;BRANCA
NE;BA;ITAMARAJU;COMERCIO DE COMBUSTIVEIS PENIEL LTDA; 03.317.975/0003-06;AVENIDA PERIMETRAL;1450;;CENTRO;45836-000;DIESEL S10;03/07/2017;2,99;2,6288;R$ / litro;BRANCA
NE;BA;ITAMARAJU;CODEPEL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA; 05.696.709/0001-97;AVENIDA PERIMETRAL;348;;CENTRO;45836-000;GASOLINA;03/07/2017;3,67;2,9503;R$ / litro;BRANCA
NE;BA;ITAMARAJU;CODEPEL COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA; 05.696.709/0001-97;AVENIDA PERIMETRAL;348;;CENTRO;45836-000;ETANOL;03/07/2017;2,79;2,3049;R$ / litro;BRANCA
